Name,Long Name,Latitude,Longitude,Type,Status
MEL-0421,MEL-0421-160 Queen Street ,-37.8148046,144.960754,Fibre,UP
MEL-0430,MEL-0430-RUSSELL ST,-37.812126,144.967701,Mesh,UP
MEL-0432,MEL-0432-LA TROBE ST,-37.809435,144.963961,Fibre,UP
MEL-0433,MEL-0433-SPENCER ST,-37.813555,144.951726,Mesh,UP
MEL-0434,MEL-0434-SPENCER ST,-37.814191,144.95207,Fibre,UP
MEL-0435,MEL-0435-SPENCER ST,-37.815524,144.952694,Mesh,UP
MEL-0436,MEL-0436-SPENCER ST,-37.81664,144.952918,Mesh,UP
MEL-0437,MEL-0437-SPENCER ST,-37.817879,144.953734,Mesh,UP
MEL-0438,MEL-0438-SPENCER ST,-37.818579,144.953995,Mesh,UP
MEL-0439,MEL-0439-SPENCER ST,-37.819609,144.954247,Mesh,UP
MEL-0440,MEL-0440-SPENCER ST,-37.820309,144.954859,Mesh,UP
MEL-0451,MEL-0451-NE corner of Swanston St and Victoria St,-37.8065478,144.963142,Fibre,UP
MEL-0452,MEL-0452-SWANSTON ST,-37.805656,144.963247,Mesh,UP
MEL-0453,MEL-0453-SWANSTON ST,-37.8044896,144.963448,Mesh,UP
MEL-0459,MEL-0459-WELLINGTON PDE,-37.815712,144.980167,Mesh,UP
MEL-0461,MEL-0461-WILLIAM ST,-37.816322,144.95841,Mesh,UP
MEL-0462,MEL-0462-WILLIAM ST,-37.814924,144.958063,Fibre,UP
MEL-0463,MEL-0463-WILLIAM ST,-37.81417,144.957367,Fibre,UP
MEL-0464,MEL-0464-WILLIAM ST,-37.813254,144.957287,Mesh,UP
MEL-0465,MEL-0465-WILLIAM ST,-37.81194,144.956663,Mesh,UP
MEL-0466,MEL-0466-WILLIAM ST,-37.811343,144.956297,Mesh,UP
MEL-0467,MEL-0467-WILLIAM ST,-37.8094918,144.955461,Mesh,UP
MEL-0469,MEL-0469-CLARENDON ST,-37.823643,144.956069,Fibre,UP
MEL-0470,MEL-0470-PEEL ST-QVicMarketShedA ,-37.80601,144.956085,Fibre,UP
MEL-0500,MEL-0500-Parliament Station - ML_Platform 1 & 2,-37.8122331,144.9742191,Fibre,UP
MEL-0501,MEL-0501-Parliament Station - ML_Platform 1 & 2,-37.8120871,144.9740154,Fibre,UP
MEL-0502,MEL-0502-Parliament Station - ML_Platform 1 & 2,-37.8111336,144.973527,Fibre,UP
MEL-0503,MEL-0503-Parliament Station - ML_Platform 1 & 2,-37.8106759,144.9734961,Fibre,UP
MEL-0504,MEL-0504-Parliament Station - ML_Platform 1 & 2,-37.81082,144.9731219,Fibre,UP
MEL-0505,MEL-0505-Parliament Station - ML_Platform 1 & 2,-37.8114134,144.9734041,Fibre,UP
MEL-0506,MEL-0506-Parliament Station - ML_Platform 1 & 2,-37.8113201,144.9737185,Fibre,UP
MEL-0507,MEL-0507-Parliament Station - ML_Platform 1 & 2,-37.8118668,144.9739411,Fibre,UP
MEL-0508,MEL-0508-Parliament Station - ML_Platform 3 & 4,-37.8116888,144.9735776,Fibre,UP
MEL-0509,MEL-0509-Parliament Station - ML_Platform 3 & 4,-37.8110404,144.9733053,Fibre,UP
MEL-0510,MEL-0510-Parliament Station - ML_Platform 3 & 4,-37.8115998,144.9739161,Fibre,UP
MEL-0511,MEL-0511-Parliament Station - ML_Platform 3 & 4,-37.8106308,144.9733072,Fibre,UP
MEL-0512,MEL-0512-Parliament Station - ML_Platform 3 & 4,-37.8103923,144.97301,Fibre,UP
MEL-0513,MEL-0513-Parliament Station - ML_Platform 3 & 4,-37.8114506,144.9736558,Fibre,UP
MEL-0514,MEL-0514-Parliament Station - ML_Platform 3 & 4,-37.8102755,144.9733339,Fibre,UP
MEL-0515,MEL-0515-Parliament Station - ML_Platform 3 & 4,-37.81095,144.9736343,Fibre,UP
MEL-0516,MEL-0516-Parliament Station - ML_ North Concourse,-37.8097984,144.972481,Fibre,UP
MEL-0517,MEL-0517-Parliament Station - ML_South Concourse,-37.8122049,144.9736933,Fibre,UP
MEL-0518,MEL-0518-Parliament Station - ML_South Concourse,-37.8123645,144.9738435,Fibre,UP
MEL-0519,MEL-0519-Flagstaff Station - ML_Platform 3 & 4,-37.812215,144.954093,Fibre,UP
MEL-0520,MEL-0520-Flagstaff Station - ML_Platform 3 & 4,-37.812135,144.954378,Fibre,UP
MEL-0521,MEL-0521-Flagstaff Station - ML_Platform 3 & 4,-37.812058,144.954635,Fibre,UP
MEL-0522,MEL-0522-Flagstaff Station - ML_Platform 3 & 4,-37.811969,144.955032,Fibre,UP
MEL-0523,MEL-0523-Flagstaff Station - ML_Platform 3 & 4,-37.811855,144.95537,Fibre,UP
MEL-0524,MEL-0524-Flagstaff Station - ML_Platform 3 & 4,-37.811774,144.955762,Fibre,UP
MEL-0525,MEL-0525-Flagstaff Station - ML_Platform 3 & 4,-37.811673,144.956116,Fibre,UP
MEL-0526,MEL-0526-Flagstaff Station - ML_Platform 3 & 4,-37.811927,144.956261,Fibre,UP
MEL-0527,MEL-0527-Flagstaff Station - ML_Platform 1 & 2,-37.812037,144.955939,Fibre,UP
MEL-0528,MEL-0528-Flagstaff Station - ML_Platform 1 & 2,-37.812179,144.955499,Fibre,UP
MEL-0529,MEL-0529-Flagstaff Station - ML_Platform 1 & 2,-37.812245,144.955199,Fibre,UP
MEL-0530,MEL-0530-Flagstaff Station - ML_Platform 1 & 2,-37.812308,144.954469,Fibre,UP
MEL-0531,MEL-0531-Flagstaff Station - ML_Platform 1 & 2,-37.812215,144.95478,Fibre,UP
MEL-0532,MEL-0532-Flagstaff Station - ML_Platform 1 & 2,-37.812071,144.955231,Fibre,UP
MEL-0533,MEL-0533-Flagstaff Station - ML_Platform 1 & 2,-37.811978,144.955633,Fibre,UP
MEL-0534,MEL-0534-Flagstaff Station - ML_Platform 1 & 2,-37.811851,144.956025,Fibre,UP
MEL-0535,MEL-0535-Flagstaff Station - ML_Concourse Area ,-37.812139,144.956132,Fibre,UP
MEL-0536,MEL-0536-Flagstaff Station - ML_Concourse Area ,-37.812266,144.956186,Fibre,UP
MEL-0537,MEL-0537-Flagstaff Station - ML_Concourse Area ,-37.812338,144.956089,Fibre,UP
MEL-0538,MEL-0538-Melbourne Central Station - ML_Platform 3 & 4,-37.810391,144.961899,Fibre,UP
MEL-0539,MEL-0539-Melbourne Central Station - ML_Platform 3 & 4,-37.810348,144.962113,Fibre,UP
MEL-0540,MEL-0540-Melbourne Central Station - ML_Platform 3 & 4,-37.810315,144.962269,Fibre,UP
MEL-0541,MEL-0541-Melbourne Central Station - ML_Platform 3 & 4,-37.810288,144.962434,Fibre,UP
MEL-0542,MEL-0542-Melbourne Central Station - ML_Platform 3 & 4,-37.810216,144.962652,Fibre,UP
MEL-0543,MEL-0543-Melbourne Central Station - ML_Platform 3 & 4,-37.810168,144.962788,Fibre,UP
MEL-0544,MEL-0544-Melbourne Central Station - ML_Platform 3 & 4,-37.810089,144.963013,Fibre,UP
MEL-0545,MEL-0545-Melbourne Central Station - ML_Platform 3 & 4,-37.810024,144.963224,Fibre,UP
MEL-0546,MEL-0546-Melbourne Central Station - ML_Platform 1 & 2,-37.809968,144.963197,Fibre,UP
MEL-0547,MEL-0547-Melbourne Central Station - ML_Platform 1 & 2,-37.810027,144.962976,Fibre,UP
MEL-0548,MEL-0548-Melbourne Central Station - ML_Platform 1 & 2,-37.81008,144.962801,Fibre,UP
MEL-0549,MEL-0549-Melbourne Central Station - ML_Platform 1 & 2,-37.810191,144.962556,Fibre,UP
MEL-0550,MEL-0550-Melbourne Central Station - ML_Platform 1 & 2,-37.8102,144.962407,Fibre,UP
MEL-0551,MEL-0551-Melbourne Central Station - ML_Platform 1 & 2,-37.810257,144.962195,Fibre,UP
MEL-0552,MEL-0552-Melbourne Central Station - ML_Platform 1 & 2,-37.81028,144.962072,Fibre,UP
MEL-0553,MEL-0553-Melbourne Central Station - ML_Platform 1 & 2,-37.810289,144.96194,Fibre,UP
MEL-0554,MEL-0554-Melbourne Central Station - ML_Concourse Area,-37.810115,144.962681,Fibre,UP
MEL-0555,MEL-0555-Melbourne Central Station - ML_Concourse Area,-37.810157,144.962685,Fibre,UP
MEL-0556,MEL-0556-Melbourne Central Station - ML_Concourse Area,-37.810171,144.962489,Fibre,UP
MEL-0557,MEL-0557-Melbourne Central Station - ML_Concourse Area,-37.810219,144.962478,Fibre,UP
MEL-0558,MEL-0558-Melbourne Central Station - ML_Concourse Area,-37.81021,144.96236,Fibre,UP
MEL-0559,MEL-0559-Southern Cross Station - SCS_Platform,-37.818651,144.951837,Fibre,UP
MEL-0560,MEL-0560-Southern Cross Station - SCS_Platform,-37.817999,144.951258,Fibre,UP
MEL-0561,MEL-0561-Southern Cross Station - SCS_Platform,-37.818503,144.951896,Fibre,UP
MEL-0562,MEL-0562-Southern Cross Station - SCS_Platform,-37.817969,144.951483,Fibre,UP
MEL-0563,MEL-0563-Southern Cross Station - SCS_Platform,-37.818422,144.952207,Fibre,UP
MEL-0564,MEL-0564-Southern Cross Station - SCS_Platform,-37.817914,144.951751,Fibre,UP
MEL-0565,MEL-0565-Southern Cross Station - SCS_Platform,-37.818363,144.952395,Fibre,UP
MEL-0566,MEL-0566-Southern Cross Station - SCS_Platform,-37.817799,144.95195,Fibre,UP
MEL-0567,MEL-0567-Southern Cross Station - SCS_Platform,-37.818198,144.952513,Fibre,UP
MEL-0568,MEL-0568-Southern Cross Station - SCS_Platform,-37.817651,144.952089,Fibre,UP
MEL-0569,MEL-0569-Southern Cross Station - SCS_Platform,-37.817994,144.952803,Fibre,UP
MEL-0570,MEL-0570-Southern Cross Station - SCS_Platform,-37.817617,144.952534,Fibre,UP
MEL-0571,MEL-0571-Southern Cross Station - SCS_Concourse,-37.816871,144.952669,Fibre,UP
MEL-0572,MEL-0572-Southern Cross Station - SCS_Concourse,-37.818884,144.953382,Fibre,UP
MEL-0573,MEL-0573-Southern Cross Station - SCS_Concourse (upstairs),-37.818962,144.953353,Fibre,UP
MEL-0574,MEL-0574-Flinders Street Station - ML_Platform1/2,-37.819002,144.965653,Fibre,UP
MEL-0575,MEL-0575-Flinders Street Station - ML_Platform1/2,-37.818875,144.9663,Fibre,UP
MEL-0576,MEL-0576-Flinders Street Station - ML_Platform1/2,-37.818816,144.966675,Fibre,UP
MEL-0577,MEL-0577-Flinders Street Station - ML_Platform3/4,-37.818774,144.965997,Fibre,UP
MEL-0578,MEL-0578-Flinders Street Station - ML_Platform3/4,-37.81868,144.966439,Fibre,UP
MEL-0579,MEL-0579-Flinders Street Station - ML_Platform3/4,-37.818606,144.966775,Fibre,UP
MEL-0580,MEL-0580-Flinders Street Station - ML_Platform5/6,-37.818621,144.966034,Fibre,UP
MEL-0581,MEL-0581-Flinders Street Station - ML_Platform5/6,-37.818547,144.966404,Fibre,UP
MEL-0582,MEL-0582-Flinders Street Station - ML_Platform5/6,-37.818462,144.966705,Fibre,UP
MEL-0583,MEL-0583-Flinders Street Station - ML_Platform7/8,-37.818492,144.9659,Fibre,UP
MEL-0584,MEL-0584-Flinders Street Station - ML_Platform7/8,-37.818371,144.9663355,Fibre,UP
MEL-0585,MEL-0585-Flinders Street Station - ML_Platform7/8,-37.818286,144.966638,Fibre,UP
MEL-0586,MEL-0586-Flinders Street Station - ML_Platform9/10,-37.818363,144.965846,Fibre,UP
MEL-0587,MEL-0587-Flinders Street Station - ML_Platform9/10,-37.818265,144.966182,Fibre,UP
MEL-0588,MEL-0588-Flinders Street Station - ML_Platform9/10,-37.818155,144.966557,Fibre,UP
MEL-0589,MEL-0589-Flinders Street Station - ML_Platform11/12,-37.818015,144.966541,Fibre,UP
MEL-0590,MEL-0590-Flinders Street Station - ML_Platform11/12,-37.818138,144.966077,Fibre,UP
MEL-0591,MEL-0591-Flinders Street Station - ML_Platform11/12,-37.818312,144.965519,Fibre,UP
MEL-0592,MEL-0592-Flinders Street Station - Concourse,-37.818496,144.967327,Fibre,UP
MEL-0593,MEL-0593-Flinders Street Station - Concourse,-37.818106,144.967112,Fibre,UP
MEL-0594,MEL-0594-Melbourne Visitors Centre - Federation Square,-37.817654,144.967807,Fibre,UP
MEL-0595,MEL-0595-Melbourne Visitors Centre - Federation Square,-37.817633,144.968018,Fibre,UP
MEL-0596,MEL-0596-Queen Victoria Market Shed L,-37.806363,144.957236,Fibre,UP
MEL-0597,MEL-0597-Queen Victoria Market Shed RK/RL,-37.806518,144.957054,Fibre,UP
MEL-0598,MEL-0598-Queen Victoria Market Shed K,-37.806732,144.957161,Fibre,UP
MEL-0599,MEL-0599-Queen Victoria Market Shed E,-37.806884,144.956919,Fibre,UP
MEL-0600,MEL-0600-Queen Victoria Market Shed D,-37.807113,144.957118,Fibre,UP
MEL-0601,MEL-0601-Queen Victoria Market Shed C,-37.807226,144.956871,Fibre,UP
MEL-0602,MEL-0602-Queen Victoria Market Shed B,-37.807476,144.956965,Fibre,UP
MEL-0603,MEL-0603-Queen Victoria Market Shed A,-37.807695,144.956825,Fibre,UP
MEL-0604,MEL-0604-Queen Victoria Market Shed I,-37.807165,144.958245,Fibre,UP
MEL-0605,MEL-0605-Bourke St Mall Tourist Info East,-37.81389,144.964444,Fibre,UP
MEL-0606,MEL-0606-Bourke St Mall Tourist Info West,-37.813916,144.964413,Fibre,UP
MEL-0607,MEL-0607-Bourke St Mall Tourist Info West,-37.813942,144.964382,Fibre,UP
MEL-0608,MEL-0608-Bourke St Mall Tourist Info West,-37.813968,144.964351,Fibre,UP
MEL-0609,MEL-0609-MCEC-Pole 1-South Wharf Promenade,-37.8244315,144.954832,Fibre,UP
MEL-0610,MEL-0610-MCEC Pole 2-South Wharf Promenade,-37.824188,144.954296,Fibre,UP
MEL-0611,MEL-0611-MCEC-Pole 3-South Wharf Promenade,-37.824016,144.954277,Fibre,UP
MEL-0612,MEL-0612-MCEC-Pole 4-South Wharf Promenade,-37.823912,144.954875,Fibre,UP
MEL-0613,MEL-0613-MCEC-Pole 5-South Wharf Promenade,-37.823804,144.95539,Fibre,UP
MEL-0614,MEL-0614-Fitzroy Garden Visitor Centre North ,-37.814856,144.979295,Fibre,UP
MEL-0615,MEL-0615-Fitzroy Garden Visitor Centre South,-37.814939,144.979361,Fibre,UP
MEL-0616,MEL-0616-Fitzroy Garden Visitor Centre,-37.815149,144.979291,Fibre,UP
MEL-0617,MEL-0617-Fitzroy Garden Visitor Centre,-37.814976,144.979259,Fibre,UP
MEL-0618,MEL-0618-Southern Cross Station - Bourke St Footbridge,-37.817667,144.951412,Fibre,UP
MEL-0619,MEL-0619-Southern Cross Station - Bourke St Footbridge,-37.817602,144.951649,Fibre,UP
MEL-0620,MEL-0620-Southern Cross Station - Bourke St Footbridge,-37.817542,144.951872,Fibre,UP
MEL-0621,MEL-0621-Southern Cross Station - Bourke St Footbridge,-37.817467,144.952136,Fibre,UP
MEL-0622,MEL-0622-Southern Cross Station - Bourke St Footbridge,-37.817389,144.952391,Fibre,UP
MEL-0623,MEL-0623-Southern Cross Station - Bourke St Footbridge,-37.81728,144.952604,Fibre,UP
MEL-0624,MEL-0624-Southern Cross Station - Bourke St Footbridge,-37.817275,144.95274,Fibre,UP
MEL-0625,MEL-0625-Southern Cross Station - SCS_Concourse,-37.819072,144.953155,Fibre,UP
MEL-0626,MEL-0626-Southern Cross Station - SCS_Concourse,-37.818987,144.95304,Fibre,UP
MEL-0627,MEL-0627-Southern Cross Station - SCS_Concourse,-37.818953,144.953192,Fibre,UP
MEL-0628,MEL-0628-Southern Cross Station - SCS_Concourse,-37.818864,144.95371,Fibre,UP
MEL-0629,MEL-0629-Southern Cross Station - SCS_Concourse,-37.818807,144.95367,Fibre,UP
MEL-0630,MEL-0630-Southern Cross Station - SCS_Concourse,-37.81853,144.953318,Fibre,UP
MEL-0631,MEL-0631-Southern Cross Station - SCS_Concourse,-37.818258,144.953179,Fibre,UP
MEL-0632,MEL-0632-Southern Cross Station - SCS_Concourse,-37.817621,144.95271,Fibre,UP
MEL-0633,MEL-0633-Southern Cross Station - SCS_Concourse,-37.817871,144.95316,Fibre,UP
MEL-0634,MEL-0634-Southern Cross Station - SCS_Concourse,-37.817676,144.952997,Fibre,UP
MEL-0635,MEL-0635-Southern Cross Station - SCS_Concourse,-37.818987,144.95272,Fibre,UP
MEL-0636,MEL-0636-Southern Cross Station - SCS_Concourse,-37.819028,144.952608,Fibre,UP
MEL-0637,MEL-0637-Southern Cross Station - SCS_Concourse,-37.819057,144.952495,Fibre,UP
MEL-0638,MEL-0638-Southern Cross Station - SCS_Concourse,-37.818854,144.953662,Fibre,UP
MEL-0639,MEL-0639-Flinders Street Station - Concourse,-37.817848,144.967073,Fibre,UP
MEL-0640,MEL-0640-Flinders Street Station - Concourse,-37.817954,144.967336,Fibre,UP
MEL-0641,MEL-0641-Flinders Street Station - Concourse,-37.818005,144.967245,Fibre,UP
MEL-0642,MEL-0642-Flinders Street Station - Concourse,-37.818521,144.96737,Fibre,UP
MEL-0643,MEL-0643-Flinders Street Station - Concourse,-37.818336,144.967272,Fibre,UP
MEL-0644,MEL-0644-Flinders Street Station - Concourse,-37.818181,144.967332,Fibre,UP
MEL-0671,MEL-0671-Flagstaff Station - ML Entrance,-37.811714,144.956102,Fibre,UP
MEL-0677,MEL-0677-Parliament Station - Entrance,-37.812179,144.973877,Fibre,UP
MEL-0678,MEL-0678-Parliament Station - Entrance,-37.811611,144.973025,Fibre,UP
MEL-0679,MEL-0679-Parliament Station - Entrance,-37.809415,144.972688,Fibre,UP
MEL-0680,MEL-0680-Parliament Station - Entrance,-37.809551,144.972315,Fibre,UP
MEL-0714,MEL-0714-BOURKE ST & EXHIBITION ST,-37.811973,144.970387,Fibre,UP
MEL-0715,MEL-0715-EXHIBITION ST,-37.812959,144.971049,Fibre,UP
MEL-0716,MEL-0716-COLLINS ST,-37.816283,144.963417,Fibre,UP
MEL-0725,MEL-0725-120 COLLINS ST,-37.814485,144.969561,Fibre,UP
MEL-0727,MEL-0727-265-275 Exhibition St,-37.80935,144.969195,Fibre,UP
MEL-0728,MEL-0728-159 Lonsdale Street,-37.810768,144.967855,Fibre,UP
MEL-0729,MEL-0729-LONSDALE ST,-37.810437,144.968193,Mesh,UP
MEL-0730,MEL-0730-RUSSELL ST & MACKENZIE STREET,-37.807634,144.965902,Fibre,UP
MEL-0733,MEL-0733-LA TROBE ST,-37.810823,144.960006,Fibre,UP
MEL-0734,MEL-0734-BOURKE ST,-37.813161,144.967215,Fibre,UP
MEL-0738,MEL-0738-45 Exhibition St (outside Collins Place),-37.814747,144.971896,Mesh,UP
MEL-0739,MEL-0739-102 EXHIBITION STREET,-37.813594,144.971158,Temporarily removed due to third parties,UP
MEL-0741,MEL-0741-QUEEN ST,-37.815791,144.960908,Fibre,FUTURE
MEL-0747,MEL-0747-ABECKETT,-37.809425,144.960001,Fibre,UP
MEL-0756,MEL-0756-MARKET,-37.818512,144.962156,Fibre,UP
MEL-0761,MEL-0761-LONSDALE ST,-37.812741,144.960298,Mesh,UP
MEL-0762,MEL-0762-QUEEN ST,-37.810597,144.958536,Fibre,UP
MEL-0765,MEL-0765-42-44 Lonsdale Street,-37.809659,144.970915,Fibre,UP
MEL-0766,MEL-0766-EXHIBITION ST,-37.811655,144.970239,Mesh,UP
MEL-0790,MEL-0790-562-566 LITTLE BOURKE ST MELBOURNE VIC 3000,-37.815158,144.955702,Fibre,UP
MEL-0800,MEL-0800-Parliament Station - ML_Platform 1 & 2,-37.8119503,144.9736839,Fibre,UP
MEL-0811,"MEL-0811-164 Bourke St, Melbourne VIC 3000",-37.8124967,144.968397,Fibre,UP
MEL-0815,"MEL-0815-99 Spring St, Melbourne",-37.812528,144.973335,Fibre,UP
MEL-0823,"MEL-0823-360 Little Bourke St, Melbourne",-37.81337,144.961967,Fibre,UP
MEL-0826,"MEL-0826-222 Bourke St,Melbourne",-37.81306,144.96655,Fibre,UP
MEL-0830,"MEL-0830-196 Lt Collins St, Melbourne (CH1)",-37.8140587,144.9674619,Fibre,UP
MEL-0842,"MEL-0842-28-32 Southgate Ave, Southbank",-37.820801,144.96761,Fibre,UP
MEL-0860,MEL-0860-Queen Victoria Market-Queen St,-37.806358,144.958387,Fibre,UP
MEL-0861,MEL-0861-Queen Victoria Market-Queen St,-37.806949,144.958277,Fibre,UP
MEL-0863,"MEL-0863-196 Lt Collins St, Melbourne (CH1)",-37.8141477,144.9671789,Fibre,UP
MEL-0900,MEL-0900-Melbourne Museum Plaza- Front Pole,-37.80364,144.970148,Fibre,UP
MEL-0901,MEL-0901-Melbourne Museum Plaza- Front Pole,-37.803741,144.970132,Fibre,UP
MEL-0902,MEL-0902-Melbourne Museum Plaza- Front Pole,-37.80379,144.970561,Fibre,UP
MEL-0903,MEL-0903-Melbourne Museum Plaza- Front Pole,-37.803843,144.97099,Fibre,UP
MEL-0904,MEL-0904-Melbourne Museum Plaza- Front Pole,-37.803887,144.971511,Fibre,UP
MEL-0905,MEL-0905-Melbourne Museum Plaza- Front Pole,-37.803919,144.971766,Fibre,UP
MEL-0906,MEL-0906-Melbourne Museum Plaza- Front Pole,-37.803962,144.972181,Fibre,UP
MEL-0907,MEL-0907-Melbourne Museum Plaza- Front Pole,-37.804008,144.972613,Fibre,UP
MEL-0908,MEL-0908-Melbourne Museum Plaza- Front Pole,-37.804068,144.973203,Fibre,UP
MEL-0909,MEL-0909-Melbourne Museum Plaza- Front Pole,-37.803968,144.973233,Fibre,UP
MEL-1000,MEL-1000-99  William St,-37.8169995,144.958664,Fibre,UP
MEL-1001,MEL-1001-525 Flinders St,-37.8205802,144.957177,Fibre,UP
MEL-1003,MEL-1003-Outside 376 Flinders Street,-37.8190615,144.961594,Fibre,UP
MEL-1005,MEL-1005-SE Corner Latrobe and Queens Streets,-37.811153,144.959103,Fibre,UP
MEL-1006,MEL-1006-Outside 399 Elizabeth Street ,-37.8095134,144.960851,Fibre,UP
MEL-1007,MEL-1007-27-37 RUSSELL ST,-37.8159811,144.969398,Fibre,UP
MEL-1008,MEL-1008-115 Russell Street,-37.8136919,144.968349,Fibre,UP
MEL-1010,MEL-1010-200 La Trobe St,-37.8096563,144.963221,Fibre,UP
MEL-1011,MEL-1011-Outside 51 Spring Street,-37.8137547,144.97402,Fibre,UP
MEL-1014,MEL-1014-50 BOURKE ST,-37.811675,144.971668,Fibre,UP
MEL-1015,"MEL-1015-8 Nicholson St,Melbourne",-37.8085912,144.973215,Fibre,UP
MEL-1016,MEL-1016-Outside 489 Albert Street,-37.8092406,144.973568,Fibre,UP
MEL-1017,MEL-1017-CARLTON GARDENS - NE corner of La Trobe and Victoria St,-37.8073609,144.970607,Fibre,UP
MEL-1018,MEL-1018-Corner Powlett Street & Wellington Parade,-37.8162778,144.984938,Fibre,UP
MEL-1019,MEL-1019-176 Wellington Parade Melbourne,-37.8161473,144.983932,Fibre,UP
MEL-1020,MEL-1020-Corner Elizabeth and Therry Streets,-37.8069552,144.959954,Fibre,UP
MEL-1021,MEL-1021-NE Corner Flinders and Spencer Streets ,-37.8208833,144.955351,Fibre,UP
MEL-1022,MEL-1022-300 Lonsdale Street ,-37.8118711,144.963309,Fibre,UP
MEL-1024,MEL-1024-Outside 288 Queen Street ,-37.8118134,144.959404,Fibre,UP
MEL-1025,MEL-1025-NE Corner Lonsdale and Russell Streets,-37.8106571,144.967319,Fibre,UP
